text,label,notes
"Why 3 Options? Numerology in games.

Want to know why so many games offer just 3 choices at a time? Slay the Spire with card picks, Hades with its boons, and many more default to just 3 options to pick from. Why exactly is that?

Here’s why: It’s baked into our brain chemistry. There’s also specific reasons to use 2, 4, 5, or 8. Let’s talk about sets of 3 first.

Our brains don’t usually judge the value of each option independently the way economists would prefer, we tend to judge by comparison.

Extensive studies show that we irrationally like an option better if you offer us an extra option that is obviously worse.

Likewise, we feel worse about a good option if we know we’re giving up another good option to take it. Offer me a free trip to hawaii and I’m thrilled. Offer me a choice between a free trip to hawaii OR a free trip to japan and I’ll still have a great time, but now I’m also imagining the trip I’m missing out on. It stings a little.

We want players to feel good when making decisions, but we also tend to want those decisions to be a little difficult – espescially in strategy games. How do we make them feel better?

Simple: Add a bad option!

Bizarrely, by comparing our top 2 choices to an obviouly inferior option we feel a lot better about our final decision. Even if we randomly distribute the options without intending to match this pattern, it often happens by accident. You can engineer things so it happens more frequently too...",design_theory,somewhat difficult
"What separates a meaningful tradeoff from a disguised tax on the player?

One of the things I keep wrestling with in my current project is the difference between a tradeoff that feels rewarding and one that just feels like a tax on the player. The classic example is something like a speed versus defense choice. On paper it sounds like meaningful decisionmaking. In practice, players often just figure out the dominant strategy and stick with it, which means the tradeoff was never really engaging to begin with.

I've been thinking about what makes a tradeoff actually land. My current theory is that it comes down to context sensitivity. A choice only feels meaningful if the correct answer genuinely changes depending on the situation. If one option is almost always better, you don't have a tradeoff, you have an illusion of one. But then you run into the balancing problem. How do you design situations varied enough that both sides of a tradeoff get their moment without it feeling artificial or scripted?

I've also seen games handle this through player identity rather than pure optimization, where you pick the option that fits your playstyle even if it isn't theoretically optimal. That seems like a different but valid design goal.

Curious how other designers approach this. Do you design tradeoffs around optimization, player expression, or something else entirely? And how do you test whether a tradeoff is actually working?",design_theory,easy
"Why does optimal play so often kill the fun, and how do we fix that at the design level?

There's a tension I keep thinking about in game design between optimal play and interesting play. In a lot of welldesigned games, the most effective strategy is also kind of the dullest one. Players who figure out the dominant approach just repeat it, and the game becomes a checklist rather than a series of meaningful decisions.

Halo came up recently as an example of a game that nudges you toward using grenades naturally, without forcing it. The design creates conditions where grenades feel like the right call, not just the mathematically correct one. That's a subtle but important distinction.

So the question I'm chewing on: how do you design systems that make the interesting choice and the effective choice overlap more often? Not through artificial restrictions or punishing efficiency, but through the ruleset itself creating genuine appeal for varied approaches.

Some angles worth discussing. Does it come down to encounter variety? Resource asymmetry? Emergent interactions between systems? Or is it more about feedback, where the game communicates that stylish or unconventional play is being noticed and valued?

Curious whether anyone has examples of games that genuinely nail this, or design frameworks that address the gap between optimal and interesting. Board games and tabletop RPGs welcome too, not just video games.",design_theory,very difficult
"How do you design meaningful player choices when the optimal path is almost always obvious?

One of the recurring challenges I keep running into when designing games is the problem of dominant strategies making player choices feel hollow. You want players to feel like their decisions matter, but if one option is clearly superior through basic analysis, the choice becomes an illusion rather than genuine engagement.

I've been thinking about this a lot lately, especially in RPGs and strategy games where build variety is supposed to be a selling point. Theorycrafting communities will almost always converge on a meta, which is fine at high levels of play, but it tends to trickle down and flatten the experience for casual players too.

Some approaches I've considered: hiding information so players can't fully evaluate outcomes in advance, introducing situational variance so no single option dominates across all contexts, and building in tradeoffs where every strong option costs you something equally valuable.

But each of these has downsides. Hidden information can feel unfair. Situational design requires a lot of content. Tradeoffs can feel punishing rather than interesting.

How do you approach this in your own design work? Is a dominant strategy always a failure state, or can it coexist with meaningful choice if the game is structured well enough? Would love to hear how others have thought through this.",design_theory,easy
"Most games reward clever resource use, but almost none punish you for hoarding resources too safely

Something I keep noticing across strategy and RPG games is that resource management systems almost universally punish reckless spending, but rarely create meaningful consequences for playing too conservatively. Think about how many games let you reach the final boss with a full inventory of healing items you never touched, or end a strategy campaign with a massive currency surplus you saved ""just in case."" The system technically worked, but did you actually engage with it in any interesting way? The few games that do push back against hoarding tend to use time pressure or hard caps, but those feel external and arbitrary rather than something that grows naturally out of the ruleset itself. I'm curious whether design patterns exist that make cautious resource accumulation feel genuinely risky or costly without making the game feel punishing or unfair. Opportunity cost is the obvious answer, but most implementations I've seen feel too abstract to actually change player behavior. Does this connect to a deeper tension in game design where players need to feel secure enough to engage, but threatened enough to actually use the tools you give them? Would love to hear examples of games that handle this well, or interesting theoretical approaches people have thought through.",mechanic_design,easy
"Most games reward players for doing the optimal thing. What happens when you design around rewarding curiosity instead?

A pattern I keep noticing is that rulesets implicitly punish exploration by making the optimal path so clearly superior that deviating from it feels wasteful. You learn the meta, you execute the meta, you win. Curiosity becomes a liability.

Some games genuinely protect and reward curiosity as a firstclass mechanic. Outer Wilds is the obvious recent example, but the design principle shows up in unexpected places like Noita, certain roguelikes, and tabletop systems where the rules deliberately obscure efficiency to keep players experimenting.

My question is about the ruleset level specifically. What mechanical structures actually incentivize curiosity rather than just allowing it to exist as a flavor option? A few candidates come to mind: incomplete information systems, nonlinear unlock trees where no single path dominates, and failure states that reveal something genuinely new rather than just resetting progress.

The tricky design problem is that the moment players can compare outcomes, they will optimize. So how do you build a ruleset where comparison itself is difficult, or where the variance in outcomes is interesting enough that optimization feels less appealing than experimenting?",design_theory,very difficult
"Picking a resource type for a 4X

Hello, I'm currently working on a PvE 4X game where the player expand on an hostile content, increasingly reaching out to gather more materials.

One of the design parameters I've been unable to settle with is the way to handle strategic resources. Roughly speaking there could be two choices

treating them as stockpiles, slowly filling up.

or only as available flux, without accumulation

As I see it, the first solution is a classic one, gives more leniency to the player since they can wait until the opportunity arises then spend in bulk. You can pretty much attach a cost to most actions, creating a building in a city, buying a unit upgrade, creating a unit, etc.

The second has the advantage of making each new resource available more impactful (ie if you get say 2 iron ores, you can afford two cavalries) and making it easier to restrict the total imprint of important units/buildings. But because the player may have a maxed resource usage, most actions must only cost time since we don't want the player to end up softlocked.

I'm tempted to try the flux version for everything, but I'm afraid players could find this very limiting if they hit unit caps too fast. I think both system work but I'd like to hear about your experience with games implementing them.",mechanic_design,easy
"I always get stuck and frustrated at level design

I am a solo dev making all kinds of video games in my spare time. I create about 2 prototypes per week, from MtG-like card game clones to RTS, FPS and top down hack and slash games. I mostly just watch some gaming streams, and ponder if I can make ""something like that game, just tweak it to make it a little bit more complex"".

Whenever I am done with creating the mechanics prototype, I try to create simple levels with a certain base line of fun-ness. I regularly end up with some textured blocks sitting here and there, some npcs mindlessly approaching the player, way too big maps with either too obvious or too hidden points of interest. Its dull, lacks flow, lacks diversity, lacks tension. After pondering for about a week on how to improve a level, I usually move on to a new prototype in a new genre, successfully implementing mechanics, again getting stuck at level design.

The thing I actually yearn for is implementing progression systems, doing art, flavor, dialogue, customization, talent trees, such things. But without levels I never really get there. So I wonder: Did I not put enough effort into trying? Am I just not a level-design kinda guy? Do I lack the right learning resources? Am I doing something fundamentally wrong?",dev_process,easy
"How do you design meaningful choices without overwhelming players with options?

One of the hardest balancing acts in game design is the space between too few choices and too many. Give players too little agency and the game feels on rails. Give them too much and decision paralysis sets in, or worse, most options become irrelevant noise.

I've been thinking about what makes a choice feel genuinely meaningful versus cosmetic. The best choices seem to share a few traits: clear tradeoffs, consequences that persist long enough to matter, and options that reflect different playstyles rather than obvious good or bad picks.

But how do you actually build toward that in practice? Do you start by designing the consequences first and work backward to the choices? Or do you map out player archetypes and create options that serve each one?

I'm also curious how this changes across game types. A realtime action game handles this very differently than a turnbased RPG or a board game, but the underlying design problem feels similar.

Would love to hear how others approach this, whether you have a structured framework, lessons from past projects, or just principles you keep coming back to. What separates a choice that sticks with a player from one they forget the moment they make it?",design_theory,easy
"Waiting in strategy games

So, in most strategy games, the actions players perform are clicking a button to start progression towards something, such as constructing a building, recruiting troops, or moving armies.

My thesis is that this isn't fun in isolation; it's prep work for. And the best experience you can get from it is ""gheez, finally!"". Which isn't really an ideal user experience.

The general issue is that these loading actions have a predictable timeframe and outcome. That is to say, you get precisely what you ordered within a specific time. That is boring in principle. And I really don't get why it has to be that way.

Fun games from risk and reward. Why can't these microactions follow that as well? They already have reward and cost, but not risk. Why not add one? E.g. when constructing a temple, maybe there is 10% chance that the building will collapse during the construction, and construction has to be restarted. Okay, so that might sound frustrating, but fact something can fail will transform the impression from ""gheez, finally"" to ""sweet, what did I get?"" Especially if the reward itself contains random quality variables, e.g. the house might turn out to be C-grade shack that collapses within 5 years, or A grade masterpiece that will last 100 years.",design_theory,somewhat difficult
"Should you generally finish games that you play primarily for educational purposes?

The majority of people here, I think, would agree that it is very beneficial for a game designer to play a lot of games.

The problem I see is the trade-off between breadth and depth. If you aim to complete them all, or just most of them, your internal design reference library won't be as broad due to a simple lack of time and the fact that, mechanics-wise, most games show almost all they have to offer way before the endgame. It's not like you will double the amount of new mechanics you learn from a game just by doubling your playtime.

So, being a non-completionist in that regard means you gain exposure to a much wider variety of core loops and systems.
On the other hand, if you drop a game before finishing, you miss out on studying late-game pacing, difficulty curves, or level design.

The optimal strategy obviously depends on your current goals. But when you have a limited amount of time to play games, how do you decide which goal to pursue: broadening your knowledge or deepening it?

My approach is to drop a game once I understand its core mechanics and systems, and finish only those games that are highly relevant to my current project.

How do you handle this?",dev_process,easy
"What would a game even look like if the NPCs actually remembered what you said?

I have been playing a lot of narrative games lately and I keep running into the same wall. You get these big dramatic interrogation scenes and then it is just picking from four dialogue options. It always breaks the immersion for me.

Recently I started experimenting with ManyVerse, an AI game-building platform, and it got me thinking that this problem might actually be solvable now. What if you could type what you actually wanted to say and NPCs responded to the specific thing you said? Accuse someone without evidence and they react differently. Bluff successfully and they slip up. Build trust over time and they remember it later. The conversation becomes something you create rather than something you select from a menu.

I put together a rough prototype to test the idea and every conversation felt different. It was messy and definitely not perfect, but it felt much closer to a real interaction than a traditional dialogue tree.

Has anyone actually played a game that does this well? Not a tech demo, but a full game with meaningful stakes and consequences. I am curious whether something like this already exists or if developers are only starting to explore it now.",mechanic_design,somewhat difficult
"How my homemade anti-piracy system brought me thousands of new players

I'm a Steam solo developer who made Burgie's Cozy Kitchen, a small idle game about managing a burger joint that stands in the corner of your desktop. I do not condemn piracy, but like any developer, I try to prevent it. For a while, I was mulling over how I could prevent my game from being pirated, and one piece of advice I follow to the letter in my highscore systems is: 'Make the hacker think they've won.' For piracy, I did something similar. My system detects several common indicators of piracy. I have around 10 different triggers that on their own could cause false positives, but when many of them coincide, the probability becomes really accurate. When a pirate plays the game and progresses about ~1 hour in, these sensors turn on, creating a unique and fun experience. In my case, since it's a game where you run a street-level burger restaurant, all customers would start arriving dressed as pirates and pay with just one coin, leaving reviews like 'Pirates don't leave tips.' A few days ago, my game blew up in China after a Douyin streamer found it, and pirated versions started spreading rapidly alongside it, including a mobile pirated version I never made myself.",dev_process,Detailed account of a shipped anti-piracy system and its real-world results (viral spread in China); centers on a production/marketing decision and its consequences rather than a generalizable design principle or a specific in-progress system question.
"Story justification for undo/redo in a game without time rewind abilities?

Undo/redo is super common as a side mechanic for UX benefits. But in such cases, designers rarely try to justify it in game. So I'm interested in seeing more story justifications for it.

To be clear, I'm not referring to games that focus on time rewind as a core mechanic(ex:braid). I'm asking about games that have undo/redo as a side mechanic and how they justify it in a game where the player doesn't have time rewind powers.

Method 1: Precognition
Framing it as precognition is a method. Katana zero does this. it's not exactly undo/redo but the restarts are so instant that it's close thematically.

It has an universe drug that grants precognition abilities which lets the player restart a level undo they execute it perfectly. Then the game frames the run you did as a plan you made utilizing your precog and the player character execute it in reality.

I suppose, even without precog, it can be framed as a planning phase.

Method 2: Vision of the future.
Another way I can think of is framing it as a premonition/prophecy. An example from an Anime: AoT has a line of special ability holders that can send their memories to the past.
",design_theory,somewhat difficult
"Using the ""Draw-Forward"" Formula

The ""Draw-Forward"" Formula is one of my go-to design patterns. It’s one of the most useful tools for helping players 𝐟𝐞𝐞𝐥 𝐬𝐦𝐚𝐫𝐭.

You can use it in almost any genre where players make build, gear, or loadout choices. It works extra-well in roguelikes, cardgames, and RPGs.

How it Works:
Create an Overpowered item or ability, then balance it by giving it a drawback. This pattern is sometimes called ""+2/-1"".

Make a second item or ability that turns the drawback into an advantage.

Putting them together creates a massive value swing. Draw-Back becomes ""Draw-Forward"".

Why it Works:
When we make strategic choices in games and are trying to play well, we’re looking for the ""best value"" option. However, our brains aren't great at assigning precise values to choices so they lean heavily on comparisons and safe heuristics. They're also feel losses more intensely than gains (the ""loss aversion"" cognitive bias).

This is why we love free stuff. “Free samples”, ""Free Shipping"", and similar feel so good because our brains interpret them as all-upside. A bigger reward with a minor cost doesn’t feel as satisfying to consider, even if it’s technically a better deal...",design_theory,easy
"If Chess was invented today, could it actually succeed in the modern gaming market?

Imagine if ""Chess"" was just invented today and launched on mobile app stores or Kickstarter. No centuries of historical prestige, no grandmaster culture—just a brand-new abstract strategy game hitting the market in 2026.

When you look at today's player profiles, mobile store dynamics, and the overall gaming market, it really makes you wonder how it would perform. On one hand, it’s an absolute masterpiece of game design. On the other hand, it goes against almost every modern market trend:

1. The ""Perfect Information"" & Zero RNG Problem: Modern games rely heavily on luck and comeback mechanics to keep casual players engaged and make losses feel less punishing. Chess is brutally honest: there is zero RNG. If your opponent is better, you lose 100% of the time.

2. Zero Meta-Progression: There are no skill trees, unlockables, battle passes, or daily quests. You don't grind for 50 hours to unlock the ""Queen"" piece. The game at hour 1 is exactly the same as the game at hour 10,000. Could a game survive today without those constant dopamine loops?...",design_theory,somewhat difficult
"I wanted my game to have procedural generation but does it really need it?

I am making a simple game where you go from room to room solving puzzles. At first I made some procedurally generated rooms where it would build some hallways, puzzle rooms, and a boss room. I made some prefab scenes that fit into the pieces I want. For the most part it seemed like it was going well until I started to think of what the game actually was.

The game starts out with just a move ability. Then you get power ups to give you more abilities. You get push, dash, attack (bullet), jump. When you first start the game I want to gradually give the player the abilities to try to solve the puzzles. However, the puzzle of the room requires certain abilities. And you might not get those abilities if the proc gen doesn't give it to you. So now I have to know about every piece and how it connects to others versus just generic pieces.

So in the long run I just abandoned proc gen and built out the levels how I think it would go. I might revisit it, but my question is:

I wanted my game to have procedural generation but does it really need it?",dev_process,easy
"What is it with Halo that makes me not underutilize grenades?

or rather, what is it with other FPS/TPS games that makes me underutilize grenades?

no matter what I never stocked up on grenades in Halo. You kill something, it drops one I immediately throw one. And yet Halo isn't that sophisticated when it comes to grenades; you can't cook them, no throwing trajectory preview, and older games have only 2 types of grenades which basically do the same thing.

Metro Redux, Rise of the Tomb Raider, Resident Evil 2, Sniper Ghost Warrior 2, Medal of Honor. On top of my mind, those are the last few shooters I've played and finished where I seemingly almost forgot grenades existed (and they have different sorts of grenades no less)

probably the only game that has me use grenades is CSGO, but thats mostly on memorization and muscle memory, and I use smokes more often anyway.

I'm curious as to why tho? is it because in Halo its Q and not G like in other games? destructible cover (I can't recall whether Halo had it or not, or whether it was used to great effect)? fast throwing animation? or maybe is it just me all along?",player_experience,somewhat difficult
"How would you feel about a spell crafting system with some RNG?

Let's say t's a pretty generic magic system, where you spend mana to cast spells with defined effects. e.g. A spell might be called ""invert gravity"" and it does exactly what it sounds like, with a determinate limit on the duration and area of effect.

Spell are created by the player. As you explore and encounter new things, you learn new spell elements that you can use. If you spend a lot of time near water, you might get elements like ""water,"" ""wave,"" or ""soggy.""

When you want to craft a spell, you choose any number of elements to include or exclude. The resulting spell will follow your parameters as a guideline, but the details will be up to chance.

Let's say you have these elements: Fire, thunder, wood, escape, turtle, wind, grief, distance, night, depletion.

You craft a spell to include escape and turtle, but exclude fire, thunder, and wind. The result is a defensive spell that conjures a barrier around you, like a turtle escaping into its shell, with additional resistance to elemental damage like fire, thunder, and wind.",mechanic_design,easy
"Automation without micromanagement, is it possible to keep depth while reducing control?

In many automation/factory games, a lot of the challenge comes from micromanagement rather than decision-making, creating depth but also friction. I've been exploring whether an automation game can stay deep if the player focuses more on system design and less on micromanagement, shifting the player's role from directly controlling processes to defining rules and structure and letting the system operate. I've been working on a prototype called Syntaris, a graph-based system where modules connect through paths forming a network, workers move across it handling tasks automatically, and the player influences the system by placing modules in meaningful positions and shaping how the network connects. The depth comes from spatial decisions mattering (centralized systems efficient but fragile, distributed safer but slower), grouping into semi-independent clusters, and indirect control through logistics rules. Do you think minimizing micromanagement risks making automation games feel less engaging?",design_theory,"Somewhat difficult. Poses a genuinely general design question (can automation stay deep without micromanagement) and uses the poster's own prototype as a detailed, structured case study to argue a position, much like the Mina the Hollower or blame-target posts; classified design_theory rather than mechanic_design since the post's center of gravity is the broader question about the genre, with Syntaris serving as the evidence for an argued position rather than being an open, unresolved system question."
"Making damage mean something

Something got thru your defenses and hit your base. Ok, now what?

I'm building a pressure management game set in deep space where you command an Outposts defense while you mine ore from asteroids to upgrade the Outpost. To make damage mean something I built a quadrant system as the outer layer of the Outpost. Each quadrant is tied to a critical system like shields or turrets. Damaging a quadrant causes a state change in the system its tied to. Shield integrity drops, turret fire rate falls and other more unique states. These states are gated by threshholds and have varying levels. Example from %100-%70 normal then from %69.9 to %50 minor degradation and so on. Quadrants can be repaired. They repairs are automatic and begin after five seconds of a quadrant taking no damage. And for every five seconds beyond that there is an increase in repair rate up to a hard cap. So I'm wondering is this in any way a smart or elegant solution to making damage mean something more than just a lower number on an HP bar or is it too much.",mechanic_design,easy
"AI is terrible at System Design. Here's an Example

I asked Gemini Pro to design a progression system for Chess The RPG, keeping a summary to 2 paragraphs, the kind of open-ended prompt common on design tests. It gave me a proposal with individual piece development and a meta-skill tree, but while these ideas look cool individually, they fail as a system: boards become unparseable with every piece leveling independently, weird incentives arise like trying to keep pieces alive for XP, and skill tree progression multiplies complexity with no one able to track opponent options. If allowed to write up these proposals in an official-looking document, a less skilled designer could easily be tricked. My approach: make Generals or Classes that have dedicated armies with unique combinations of pieces, leveling the general by total moves played rather than survival, unlocking alt-pieces over time. This is why AI can't be relied on for system design: it's fundamentally weak at identifying how baskets of disconnected designs interact.",design_theory,
"In game design, we can talk about negative emotions more honestly

In real life, talking about frustration is generally not welcomed. If school or work or relationship gets difficult, well, you pretty much have to make the most out of it. If you start complaining, or even drop out of a system, people tend to maeginalize you to say the least (essentially labelling you as a loser).

But in games and especially PvP games, we can talk about negative emotions more openly. We expect players to flame, to get frustrated and even quit. We look at drop off points honestly and think about how to improve the system by creating more incentives and better reward structure, record dev vlogs about what upcoming changes to improve player retention, and gathers both positive and negative feedback.

In this sense, games actually allow us to learn about ourselves and each other more honestly. We try to understand the full range of human emotions rather than just adapting to socially accepted behaviours.",player_experience,somewhat difficult
"What goes into making a good murder mystery game? How could it be made to have multiple threads?

We're designing a point and click murder mystery game with friends, and we're stuck at a point involving the possibility of more than one suspect being guilty. I find it interesting to create a game where each suspect is equally likely to have done the murder, and depending on certain factors, the ending changes as far as who is guilty. This resulted in two combined ideas: a system where how you act during interrogations affects your relationship with a character (like a Telltale game), which influences who the game picks as the murderer, or a system where you interview all suspects, pick the one with the most suspicious alibi, and the game decides that's the guilty party, leaving it up to you to prove it. Is there a way to create a system like this where you can explore 'what if' scenarios of different suspects being the killer, similar to the multiple endings of the Clue movie?",mechanic_design,"Easy. Two candidate systems already drafted for the poster's own project, asking which direction (or another) resolves a specific narrative-branching problem."
"Can consequence replace complexity? Testing a football management game where the UI is just your messages app

Most management games solve the engagement problem by adding more, more stats, more screens, more systems to master. I've been exploring whether you can go the opposite direction: strip everything back to conversations and consequences, and see if that's enough to hold people. The format is a football transfer window, played entirely through a messaging app, with no interface beyond that, no dashboards, no menus. To test it, I've been using a Wizard of Oz methodology where I operate the characters manually, letting me validate the concept before building anything. The first test produced an NPS of 9/10 and genuine emotional investment in the characters. The main design problem that emerged: without a visible world state, decisions felt like they existed in a vacuum, since the player knew intellectually that consequences were real but couldn't feel the weight of them.",dev_process,"Describes a Wizard-of-Oz prototyping methodology and the results of an actual test, centering on the validation/testing process for an early concept rather than a finished mechanic decision or a generalizable theory claim independent of the project."
"Combat in survival crafting games is boring and nobody talks about it enough

Why is combat in survival crafting games so much shallower than in ARPGs like Path of Exile and Diablo, which have skill trees, abilities, and weapons providing endless build combinations? Most open-world survival craft games have somewhat dull combat; I remember friends bouncing off Valheim's combat specifically. I hadn't seen a good combat system in this genre until Enshrouded, which has different skill trees and build variety. When we started working on Good Heavens! RPG in 2021, Enshrouded wasn't around yet, but we had a similar approach: a essence system with three skill trees (Warfare, Trickery, Sorcery), abilities bound to items across four slots, and a unique feature where NPC factions and cultures give different combat boosts. Curious whether other developers have tackled this problem and whether players actually engage with deep combat systems in this genre or tend to ignore them.",design_theory,"Somewhat difficult. Diagnoses a genre-wide pattern (survival-craft combat being shallow vs ARPG depth) using named comparisons (Path of Exile, Diablo, Valheim, Enshrouded) as evidence, then describes the poster's own already-built system as a counter-example to the pattern; classified design_theory since the core argued claim is about the genre, with the poster's system serving as supporting evidence rather than being the open question itself."
"A design exploration: cooperation through shared situational awareness rather than fixed roles

I've been thinking about why many co-op games don't quite capture the feeling of real-world teamwork. A lot of cooperative games fall into a few categories: several people doing something together that could be done alone, fixed-role games where cooperation comes from artificial restrictions, or load-sharing games where there's just too much work for one player. In contrast, real-world teams cooperate because systems are complex, information is incomplete, and maintaining a shared understanding of reality becomes a task in itself. That led me to a design question: can maintaining a shared mental model of a complex and partially observable reality become the primary activity of a cooperative game? I've written up a design exploration around that idea, where cooperation emerges from uncertainty, diagnosis, planning, and communication rather than hard role restrictions.",design_theory,"Argues a general claim about why most co-op games fail to capture real teamwork and proposes a structural design principle (shared mental model as the primary activity), independent of being tied to a single finished mechanic decision."
"Design Tests: How much do you weigh game-specific fit?

A question for those who have been in hiring / review / decision-making positions, I'm wondering how much you or your studios typically weight game-specific fit on a design test vs. other factors.

I submitted a test - one of those ""design X for our game that incorporates a/b/c elements"" - while I had a few hours of play with the studio's product and a general understanding of the problems they need to solve. I think I did an okay job of solving those problems, but after spending more time with the product post-submission I'm beginning to identify some mismatches between my approach and what I'm recognizing now as core rules in how they build 'X'.

I can bring those observations with me into an interview and I feel confident that they'd land well if I did, but I'm worried about getting the chance to do that in the first place and whether or not there's any value in sending those notes along ahead of time.",dev_process,easy
"Shared World AI Driven Text RPG

I've spent the last few weeks building a system that I think its new.

Im still not sure if its new because no one came up with the idea before or if its just dumb, thats what I would like your perspectives on.

Being very brief, the game is a text AI RPG, not so different from AI dungeon and other simillar products on the surface. The main difference is that all players are actually interacting with the same world. If player A kills an NPC, player B will see it dead and maybe some consequences of his death will ripple through the story.

Of course there were many issues with concurrency, consistency, etc. I had to do some tradeoffs in that regard, but i feel that the basic principles work. Still not clear if it will scale well though, but that is something to discover only if I get some traction.

Does this system looks like something interesting for you? Do you see any obvious reason for it not being built previously?",dev_process,easy
"Designing supply line interception for a tick-based async MMO — instant loot vs. carry-and-return risk. Which fits better?

Solo-building a mid-paced grand strategy backend with 60-second logistics ticks and 15-second combat ticks. The scenario I'm testing involves a 3-tile food route crossing a waypoint tile where an enemy cavalry army is stationed, with an interception formula and resolution that credits a percentage of in-transit goods to the raider instantly on a hit. Right now loot is instant with zero physical risk to the raider after the tick resolves. I'm planning a carry-and-return mechanic where raiders must physically march goods back before raiding again, making cargo vulnerable on the way home. The problem I'm designing around: an active player can react to a raider marching home, but an offline player has no recourse at all, creating asymmetric risk. Is that a reasonable tradeoff, or does it punish casual play too harshly?",mechanic_design,
"Why don't more games use simple graphics but deeper world simulation?

Modern hardware is ridiculously powerful, but most of that extra power seems to go into graphics: higher resolution, lighting, textures, draw distance, cinematic presentation. What if a studio deliberately kept the graphics simple, but used that spare hardware budget to make the world far more dynamic, with NPCs that remember more, items that are functional instead of decorative, persistent world state? Animal Crossing is a good example of the frustration: you can buy a scooter or arcade machine but most don't really do anything. Games like Stardew Valley, RimWorld, and Dwarf Fortress show people will accept simpler visuals if the systems are deep enough. So why don't more studios make games that are visually simple but mechanically rich? Is it because graphics are easier to market, or because players say they want depth but actually buy visual spectacle?",design_theory,
"Designing a dungeon-crawler where rarity affects abilities, not base stats, looking for feedback on this approach

I'm designing a dungeon-crawler where a party explores dungeons to kill enemies and collect materials. For equipment, loot can be acquired through two main sources: RNG drops and crafting.

The balance system I've been considering works like this: an item's base stats are completely independent of its rarity. So a common longsword and a legendary longsword would deal the same base attack damage, but the legendary version would have additional abilities, like bonus fire damage or damage reduction. To increase base stats, players would upgrade equipment using materials gathered from progressively harder dungeons.

Basically:

Rarity determines special abilities and unique effects

Upgrades determine raw stat power, gated by dungeon progression


Is fully decoupling base stats from rarity a good design choice?",mechanic_design,easy
"I replaced the hex grid with a Voronoi diagram. Here's what changed in how the game feels.

Early builds of Crystal Wars used a standard hex grid, but every game felt like it was played on the same board just shuffled. I switched to a Voronoi-generated field with Lloyd relaxation. What got better: front lines became organic since every cell has a different number of neighbors, map variety is real since the topological variety means two players have wildly different experiences, and there's no 'correct direction' since spatial advantage is completely local and emergent. What got harder: tutorialization, since players struggle to instantly see what counts as adjacent on an irregular field, and reading the front line, since Voronoi borders are jagged and counterintuitive. Curious if anyone else has shipped a game with a non-standard grid/tessellation, what did you trade away, and how did you handle the readability issues.",mechanic_design,"Presents a concrete, shipped change to the poster's own game's grid system with real before/after tradeoffs already implemented; centers on a specific mechanic decision the poster made for their own project, with the closing question inviting comparison rather than reopening an unresolved thesis."
"Simultaneous Turn Based Game

It's a gameboard where two players have a party of 3 characters with different skills, fighting in a battleground. A turn has 4 rounds, each meaning both players made a move with a character, and the game resolves each round. I'm making this prototype where the system is not only turn-based but also simultaneous. I found a flaw: when characters interact at the same time, if Char A attacks Char B while Char B moves away, the order of resolution determines whether the attack lands. This gets more difficult across non-adjacent rounds too, since a character might move far away in round 1 and a different character's attack in round 4 references a position that's no longer valid. My solution was to give attacks priority over movement, but this hinders player choices and simplifies the game. I'm thinking of removing this feature, but before doing so, I want to hear other people's perspective.",mechanic_design,"Somewhat difficult. Long, technical description of a genuine resolution-order edge case in the poster's own simultaneous-turn system; classified mechanic_design since the entire post is the specific, unresolved mechanic problem rather than a general theory claim, even though it reads almost like a postmortem of trying a fix that didn't work."
"How would you design live ops for an endless runner without making it feel like daily chores?

I'm working on a mobile endless runner and trying to think about the game design side of retention/live ops before adding too many features. The core loop is simple: the player runs/swings, avoids obstacles, collects resources, and slowly progresses. The theme is about a monkey family surviving and growing over time. My current design question is how an endless runner can create meaningful daily/weekly goals without making the player feel like they are only doing chores. Ideas I'm considering include daily missions connected to survival or family progression, weekly event maps where rewards slowly reduce if ignored, unlocking new family members with different abilities, short event modes that change the objective rather than just the reward, and progression that gives emotional purpose rather than just higher numbers.",mechanic_design,
"I've spent months rebuilding the combat system for my indie card game around a simple question: why do so many card game battles feel solved once you've seen the cards?

Every attack in my game can be reacted to, countered, dodged, blocked, or clashed. This creates a lot of decision points, but it also created another problem: how do you make an offline opponent that remains interesting after 100+ matches? The AI doesn't cheat. It can't see your hand. It doesn't get bonus resources. It follows the same rules as the player. Instead, the challenge comes from adaptation. My hope is to create the same kind of replayability older games had, where the content wasn't necessarily endless, but mastery kept players coming back. For designers here: what makes an AI opponent feel genuinely smart to you? Adaptation? Long-term planning? Bluffing? Human-like mistakes? I'd love to hear examples from games that got it right.",mechanic_design,
"Using AI as a thinking partner for game narrative. Curious what workflows actually look like.

Started getting into game design from an unexpected direction. Narrative and worldbuilding first — figuring out the craft while building.

Using AI through the process: feeding it rough story ideas, stress-testing internal logic, asking it to poke holes in lore I've sketched out. Some of it works. Some of it produces confident nonsense that sounds right until you read it twice.

Curious about the practical side from people who've been here longer:

Where in your process does AI actually help versus slow you down?

Does anyone have a system for keeping it anchored to your established world instead of hallucinating new rules?

Did it change how you think about narrative design, or just speed up what you were already doing?

Not looking to debate whether it belongs. Just want to understand how real workflows look.",dev_process,easy
